v8-version,5,8,283,41,0
code-creation,BytecodeHandler,2,0x3c75da7fdee0,451,"JumpIfToBooleanTrueConstant.Wide"
code-creation,BytecodeHandler,2,0x3c75da7fe0c0,451,"JumpIfToBooleanFalseConstant.Wide"
code-creation,BytecodeHandler,2,0x3c75da7fe2a0,443,"JumpIfToBooleanTrue.Wide"
code-creation,BytecodeHandler,2,0x3c75da7fe460,439,"JumpIfToBooleanFalse.Wide"
tick,0xcedd56,180255,0,(nil),4
code-creation,BytecodeHandler,2,0x3c75da7fe620,287,"JumpIfTrue.Wide"
code-creation,BytecodeHandler,2,0x3c75da7fe740,287,"JumpIfFalse.Wide"
code-creation,BytecodeHandler,2,0x3c75da7fe860,287,"JumpIfNull.Wide"
code-creation,BytecodeHandler,2,0x3c75da7fe980,287,"JumpIfUndefined.Wide"
code-creation,BytecodeHandler,2,0x3c75da7feaa0,351,"JumpIfJSReceiver.Wide"
code-creation,BytecodeHandler,2,0x3c75da7fec00,287,"JumpIfNotHole.Wide"
code-creation,BytecodeHandler,2,0x3c75da7fed20,611,"ForInPrepare.Wide"
code-creation,BytecodeHandler,2,0x3c75da77ea20,164,"ForInContinue.Wide"
code-creation,BytecodeHandler,2,0x3c75da77eae0,323,"ForInNext.Wide"
code-creation,BytecodeHandler,2,0x3c75da77ec40,148,"ForInStep.Wide"
code-creation,BytecodeHandler,2,0x3c75da77ece0,624,"SuspendGenerator.Wide"
tick,0x7fd9f8bd41a0,181295,0,(nil),4
code-creation,BytecodeHandler,2,0x3c75da804000,332,"ResumeGenerator.Wide"
code-creation,BytecodeHandler,2,0x3c75da804160,368,"DebugBreak1.Wide"
code-creation,BytecodeHandler,2,0x3c75da8042e0,368,"DebugBreak2.Wide"
code-creation,BytecodeHandler,2,0x3c75da804460,368,"DebugBreak3.Wide"
code-creation,BytecodeHandler,2,0x3c75da8045e0,368,"DebugBreak4.Wide"
code-creation,BytecodeHandler,2,0x3c75da804760,368,"DebugBreak5.Wide"
code-creation,BytecodeHandler,2,0x3c75da8048e0,368,"DebugBreak6.Wide"
code-creation,BytecodeHandler,2,0x3c75da804a60,128,"LdaSmi.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da804ae0,136,"LdaConstant.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da804b80,1204,"LdaGlobal.ExtraWide"
tick,0x7fd9f8c492ad,182363,0,(nil),4
code-creation,BytecodeHandler,2,0x3c75da805040,1184,"LdaGlobalInsideTypeof.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da8054e0,275,"StaGlobalSloppy.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da805600,275,"StaGlobalStrict.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da805720,140,"PushContext.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da8057c0,136,"PopContext.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da805860,184,"LdaContextSlot.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da805920,184,"LdaImmutableContextSlot.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da8059e0,140,"LdaCurrentContextSlot.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da805a80,140,"LdaImmutableCurrentContextSlot.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da805b20,244,"StaContextSlot.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da805c20,196,"StaCurrentContextSlot.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da805d00,239,"LdaLookupSlot.ExtraWide"
tick,0xbf1152,183420,0,(nil),4
code-creation,BytecodeHandler,2,0x3c75da805e00,339,"LdaLookupContextSlot.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da805f60,1368,"LdaLookupGlobalSlot.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da8064c0,239,"LdaLookupSlotInsideTypeof.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da8065c0,339,"LdaLookupContextSlotInsideTypeof.ExtraWide"
tick,0xce0329,184473,0,(nil),4
code-creation,BytecodeHandler,2,0x3c75da806720,1352,"LdaLookupGlobalSlotInsideTypeof.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da806c80,239,"StaLookupSlotSloppy.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da806d80,239,"StaLookupSlotStrict.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da806e80,132,"Ldar.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da806f20,132,"Star.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da806fc0,140,"Mov.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da807060,255,"LdaNamedProperty.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da807160,255,"LdaKeyedProperty.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da807260,224,"LdaModuleVariable.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da807340,379,"StaModuleVariable.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da8074c0,275,"StaNamedPropertySloppy.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da8075e0,275,"StaNamedPropertyStrict.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da807700,275,"StaNamedOwnProperty.ExtraWide"
tick,0x7fd9f8c9faf5,185529,0,(nil),4
code-creation,BytecodeHandler,2,0x3c75da807820,271,"StaKeyedPropertySloppy.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da807940,271,"StaKeyedPropertyStrict.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da807a60,295,"StaDataPropertyInLiteral.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da807ba0,964,"Add.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da807f80,720,"Sub.ExtraWide"
tick,0xceca17,186584,0,(nil),4
code-creation,BytecodeHandler,2,0x3c75da808260,1128,"Mul.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da8086e0,928,"Div.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da808a80,1088,"Mod.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da808ec0,840,"BitwiseOr.ExtraWide"
tick,0x7fd9f8bd61c3,187677,0,(nil),4
code-creation,BytecodeHandler,2,0x3c75da809220,840,"BitwiseXor.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da809580,840,"BitwiseAnd.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da8098e0,856,"ShiftLeft.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da809c40,856,"ShiftRight.ExtraWide"
tick,0xce11d0,188736,0,(nil),4
code-creation,BytecodeHandler,2,0x3c75da809fa0,1088,"ShiftRightLogical.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da80a3e0,327,"AddSmi.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da80a540,327,"SubSmi.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da80a6a0,524,"BitwiseOrSmi.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da80a8c0,524,"BitwiseAndSmi.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da80aae0,528,"ShiftLeftSmi.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da80ad00,528,"ShiftRightSmi.ExtraWide"
tick,0xceb530,189792,0,(nil),4
code-creation,BytecodeHandler,2,0x3c75da80af20,656,"Inc.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da80b1c0,660,"Dec.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da80b460,231,"DeletePropertyStrict.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da80b560,231,"DeletePropertySloppy.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da80b660,223,"GetSuperConstructor.ExtraWide"
code-creation,Stub,3,0x3c75da80b740,2216,"RecordWriteStub"
code-creation,BytecodeHandler,2,0x3c75da80c000,1404,"Call.ExtraWide"
tick,0xce99d3,190846,0,(nil),4
code-creation,BytecodeHandler,2,0x3c75da80c580,1404,"CallProperty.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da80cb00,219,"CallWithSpread.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da80cbe0,1404,"TailCall.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da80d160,231,"CallRuntime.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da80d260,263,"CallRuntimeForPair.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da80d380,231,"CallJSRuntime.ExtraWide"
tick,0xcbecd0,191909,0,(nil),4
code-creation,BytecodeHandler,2,0x3c75da80d480,1452,"InvokeIntrinsic.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da80da40,1416,"Construct.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da80dfe0,227,"ConstructWithSpread.ExtraWide"
tick,0xce0e24,192951,0,(nil),4
code-creation,BytecodeHandler,2,0x3c75da80e0e0,2424,"TestEqual.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da80ea60,2376,"TestNotEqual.ExtraWide"
tick,0x7fd9f96fca77,194019,0,(nil),4
code-creation,BytecodeHandler,2,0x3c75da80f3c0,843,"TestEqualStrict.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da80f720,1540,"TestLessThan.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da80fd40,1540,"TestGreaterThan.ExtraWide"
tick,0x7fd9f96fcc8d,195072,0,(nil),4
code-creation,BytecodeHandler,2,0x3c75da810360,1540,"TestLessThanOrEqual.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da810980,1540,"TestGreaterThanOrEqual.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da810fa0,680,"TestInstanceOf.ExtraWide"
tick,0x12682e4,196126,0,(nil),4
code-creation,BytecodeHandler,2,0x3c75da811260,1891,"TestIn.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da8119e0,168,"TestUndetectable.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da811aa0,156,"TestNull.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da811b40,156,"TestUndefined.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da811be0,350,"ToName.ExtraWide"
tick,0x127d6e5,197180,0,(nil),4
code-creation,BytecodeHandler,2,0x3c75da811d40,517,"ToNumber.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da811f60,227,"ToObject.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da812060,458,"CreateRegExpLiteral.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da812240,1520,"CreateArrayLiteral.ExtraWide"
tick,0x12944c5,198250,0,(nil),4
code-creation,BytecodeHandler,2,0x3c75da812840,660,"CreateObjectLiteral.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da812ae0,800,"CreateClosure.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da812e00,227,"CreateBlockContext.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da812f00,263,"CreateCatchContext.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da813020,412,"CreateFunctionContext.ExtraWide"
tick,0x7fd9f8bcda88,199298,0,(nil),4
code-creation,BytecodeHandler,2,0x3c75da8131c0,412,"CreateEvalContext.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da813360,243,"CreateWithContext.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da813460,480,"JumpLoop.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da813640,255,"Jump.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da813740,267,"JumpConstant.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da813860,299,"JumpIfNullConstant.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da8139a0,299,"JumpIfUndefinedConstant.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da813ae0,299,"JumpIfTrueConstant.ExtraWide"
tick,0x7fd9f8bd41d6,200354,0,(nil),4
code-creation,BytecodeHandler,2,0x3c75da813c20,299,"JumpIfFalseConstant.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da813d60,311,"JumpIfJSReceiverConstant.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da813ea0,299,"JumpIfNotHoleConstant.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da813fe0,455,"JumpIfToBooleanTrueConstant.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da8141c0,451,"JumpIfToBooleanFalseConstant.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da8143a0,443,"JumpIfToBooleanTrue.ExtraWide"
tick,0xcecfea,201409,0,(nil),4
code-creation,BytecodeHandler,2,0x3c75da814560,443,"JumpIfToBooleanFalse.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da814720,287,"JumpIfTrue.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da814840,287,"JumpIfFalse.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da814960,287,"JumpIfNull.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da814a80,287,"JumpIfUndefined.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da814ba0,351,"JumpIfJSReceiver.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da814d00,287,"JumpIfNotHole.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da814e20,611,"ForInPrepare.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da8150a0,160,"ForInContinue.ExtraWide"
tick,0xbec74f,202468,0,(nil),4
code-creation,BytecodeHandler,2,0x3c75da815140,319,"ForInNext.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da815280,148,"ForInStep.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da815320,624,"SuspendGenerator.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da8155a0,332,"ResumeGenerator.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da815700,368,"DebugBreak1.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da815880,368,"DebugBreak2.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da815a00,368,"DebugBreak3.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da815b80,368,"DebugBreak4.ExtraWide"
code-creation,BytecodeHandler,2,0x3c75da815d00,368,"DebugBreak5.ExtraWide"
tick,0xcc09b3,203509,0,(nil),4
code-creation,BytecodeHandler,2,0x3c75da815e80,368,"DebugBreak6.ExtraWide"
timer-event-start,"V8.External",204079
timer-event-end,"V8.External",204086
tick,0xfbf3e4,204564,0,(nil),3
timer-event-start,"V8.External",204792
timer-event-end,"V8.External",204799
timer-event-start,"V8.CompileCode",204852
timer-event-start,"V8.CompileMicroSeconds",205367
timer-event-start,"V8.CompileFullCode",205428
code-creation,Stub,3,0x3c75da816000,1403,"RecordWriteStub"
code-creation,Stub,3,0x3c75da816580,1412,"RecordWriteStub"
timer-event-end,"V8.CompileFullCode",205523
code-creation,Function,0,0x3c75da816b20,2380," native prologue.js:2:10",0x3d26e04b6fd0,~
timer-event-start,"V8.CompileFullCode",205538
timer-event-end,"V8.CompileFullCode",205546
code-creation,Function,0,0x3c75da817480,260," native prologue.js:1:1",0x3d26e04b6db0,~
code-creation,Script,0,0x3c75da817480,260,"native prologue.js",0x3d26e04b6db0,~
timer-event-end,"V8.CompileMicroSeconds",205571
timer-event-end,"V8.CompileCode",205573
tick,0xfe3dee,205632,0,0xc0,0,0x1166ec0,0x3c75da816f1a
timer-event-start,"V8.CompileCode",205755
timer-event-start,"V8.CompileMicroSeconds",205842
timer-event-start,"V8.CompileFullCode",205860
code-creation,Stub,3,0x3c75da8175a0,2174,"RecordWriteStub"
code-creation,Stub,3,0x3c75da817e20,1054,"CallICStubNOT_NULL_OR_UNDEFINED, DISALLOW_TAIL_CALLS"
code-creation,Stub,3,0x3c75da818240,124,"CallICTrampolineStubNOT_NULL_OR_UNDEFINED, DISALLOW_TAIL_CALLS"
code-creation,Stub,3,0x3c75da8182c0,435,"CallConstructStub"
timer-event-end,"V8.CompileFullCode",206234
code-creation,Function,0,0x3c75da818480,1084," native runtime.js:2:10",0x3d26e04bc848,~
timer-event-start,"V8.CompileFullCode",206249
timer-event-end,"V8.CompileFullCode",206257
code-creation,Function,0,0x3c75da8188c0,260," native runtime.js:1:1",0x3d26e04bc678,~
code-creation,Script,0,0x3c75da8188c0,260,"native runtime.js",0x3d26e04bc678,~
timer-event-end,"V8.CompileMicroSeconds",206274
timer-event-end,"V8.CompileCode",206276
timer-event-start,"V8.CompileCode",206294
timer-event-start,"V8.CompileFullCode",206316
timer-event-end,"V8.CompileFullCode",206327
code-creation,Function,0,0x3c75da8189e0,292,"Import native prologue.js:16:16",0x3d26e04b7250,~
code-creation,LazyCompile,0,0x3c75da8189e0,292,"Import native prologue.js:16:16",0x3d26e04b7250,~
timer-event-end,"V8.CompileCode",206341
timer-event-start,"V8.CompileCode",206356
timer-event-start,"V8.CompileFullCode",206372
code-creation,Stub,3,0x3c75da818b20,1054,"CallICStubANY, DISALLOW_TAIL_CALLS"
tick,0xcd5f0f,206684,0,0x7fff9f6a9f80,2,0x1125940,0x3c75da818875
code-creation,Stub,3,0x3c75da818f40,124,"CallICTrampolineStubANY, DISALLOW_TAIL_CALLS"
timer-event-end,"V8.CompileFullCode",206717
code-creation,Function,0,0x3c75da818fc0,228,"Export native prologue.js:13:16",0x3d26e04b7180,~
code-creation,LazyCompile,0,0x3c75da818fc0,228,"Export native prologue.js:13:16",0x3d26e04b7180,~
timer-event-end,"V8.CompileCode",206733
timer-event-start,"V8.CompileCode",206736
timer-event-start,"V8.CompileFullCode",206758
timer-event-end,"V8.CompileFullCode",206769
code-creation,Function,0,0x3c75da8190c0,388," native runtime.js:47:18",0x3d26e04bcec0,~
code-creation,LazyCompile,0,0x3c75da8190c0,388," native runtime.js:47:18",0x3d26e04bcec0,~
timer-event-end,"V8.CompileCode",206782
timer-event-start,"V8.CompileCode",206821
timer-event-start,"V8.CompileMicroSeconds",206951
timer-event-start,"V8.CompileFullCode",206971
timer-event-end,"V8.CompileFullCode",207001
code-creation,Function,0,0x3c75da819260,1924," native v8natives.js:2:10",0x3d26e04be470,~
timer-event-start,"V8.CompileFullCode",207013
timer-event-end,"V8.CompileFullCode",207019
code-creation,Function,0,0x3c75da819a00,260," native v8natives.js:1:1",0x3d26e04be298,~
code-creation,Script,0,0x3c75da819a00,260,"native v8natives.js",0x3d26e04be298,~
timer-event-end,"V8.CompileMicroSeconds",207030
timer-event-end,"V8.CompileCode",207032
timer-event-start,"V8.CompileCode",207045
timer-event-start,"V8.CompileFullCode",207063
timer-event-end,"V8.CompileFullCode",207071
code-creation,Function,0,0x3c75da819b20,228,"ImportNow native prologue.js:20:19",0x3d26e04b7320,~
code-creation,LazyCompile,0,0x3c75da819b20,228,"ImportNow native prologue.js:20:19",0x3d26e04b7320,~
timer-event-end,"V8.CompileCode",207084
timer-event-start,"V8.CompileCode",207106
timer-event-start,"V8.CompileFullCode",207140
code-creation,Stub,17,0x3c75da819c20,157,"CompareICStub"
timer-event-end,"V8.CompileFullCode",207170
code-creation,Function,0,0x3c75da819cc0,696,"InstallConstants native prologue.js:37:26",0x3d26e04b75e0,~
code-creation,LazyCompile,0,0x3c75da819cc0,696,"InstallConstants native prologue.js:37:26",0x3d26e04b75e0,~
timer-event-end,"V8.CompileCode",207184
timer-event-start,"V8.External",207189
timer-event-end,"V8.External",207191
timer-event-start,"V8.External",207197
timer-event-end,"V8.External",207200
code-creation,Stub,17,0x3c75da819f80,179,"CompareICStub"
timer-event-start,"V8.External",207223
timer-event-end,"V8.External",207226
timer-event-start,"V8.CompileCode",207230
code-creation,Function,19,0x3d26e04bf4a0,104,"ObjectConstructor native v8natives.js:33:27",0x3d26e04be890,~
code-creation,LazyCompile,19,0x3d26e04bf4a0,104,"ObjectConstructor native v8natives.js:33:27",0x3d26e04be890,~
timer-event-end,"V8.CompileCode",207297
code-creation,LazyCompile,19,0x3d26e04bf4a0,104,"",0x3d26e04be890,~
timer-event-start,"V8.External",207307
timer-event-end,"V8.External",207310
timer-event-start,"V8.External",207316
timer-event-end,"V8.External",207318
timer-event-start,"V8.CompileCode",207325
timer-event-start,"V8.CompileFullCode",207362
timer-event-end,"V8.CompileFullCode",207379
code-creation,Function,0,0x3c75da81a040,768,"InstallFunctions native prologue.js:48:26",0x3d26e04b76b0,~
code-creation,LazyCompile,0,0x3c75da81a040,768,"InstallFunctions native prologue.js:48:26",0x3d26e04b76b0,~
timer-event-end,"V8.CompileCode",207398
timer-event-start,"V8.External",207402
timer-event-end,"V8.External",207405
timer-event-start,"V8.External",207410
timer-event-end,"V8.External",207413
timer-event-start,"V8.CompileCode",207419
timer-event-start,"V8.CompileFullCode",207446
timer-event-end,"V8.CompileFullCode",207459
code-creation,Function,0,0x3c75da81a340,412,"SetFunctionName native prologue.js:27:25",0x3d26e04b74c0,~
code-creation,LazyCompile,0,0x3c75da81a340,412,"SetFunctionName native prologue.js:27:25",0x3d26e04b74c0,~
timer-event-end,"V8.CompileCode",207473
timer-event-start,"V8.External",207480
timer-event-end,"V8.External",207483
timer-event-start,"V8.External",207496
timer-event-end,"V8.External",207500
timer-event-start,"V8.CompileCode",207514
timer-event-start,"V8.CompileFullCode",207533
timer-event-end,"V8.CompileFullCode",207543
code-creation,Function,0,0x3c75da81a4e0,372," native v8natives.js:73:18",0x3d26e04bea78,~
code-creation,LazyCompile,0,0x3c75da81a4e0,372," native v8natives.js:73:18",0x3d26e04bea78,~
timer-event-end,"V8.CompileCode",207557
timer-event-start,"V8.External",207565
timer-event-end,"V8.External",207568
timer-event-start,"V8.CompileCode",207646
tick,0x1098463,207735,0,(nil),2
tick,0x1048d4c,208787,0,(nil),2
timer-event-start,"V8.CompileMicroSeconds",208914
timer-event-start,"V8.CompileFullCode",209005
timer-event-end,"V8.CompileFullCode",209089
code-creation,Function,0,0x3c75da81a660,12308," native array.js:2:10",0x3d26e04c2a30,~
timer-event-start,"V8.CompileFullCode",209100
timer-event-end,"V8.CompileFullCode",209105
code-creation,Function,0,0x3c75da81d680,260," native array.js:1:1",0x3d26e04c24e0,~
code-creation,Script,0,0x3c75da81d680,260,"native array.js",0x3d26e04c24e0,~
timer-event-end,"V8.CompileMicroSeconds",209113
timer-event-end,"V8.CompileCode",209115
timer-event-start,"V8.External",209138
timer-event-end,"V8.External",209161
timer-event-start,"V8.External",209165
timer-event-end,"V8.External",209167
timer-event-start,"V8.CompileCode",209170
timer-event-start,"V8.CompileFullCode",209184
timer-event-end,"V8.CompileFullCode",209192
code-creation,Function,0,0x3c75da81d7a0,300,"Stack native array.js:75:15",0x3d26e04c2ff0,~
code-creation,LazyCompile,0,0x3c75da81d7a0,300,"Stack native array.js:75:15",0x3d26e04c2ff0,~
timer-event-end,"V8.CompileCode",209201
timer-event-start,"V8.External",209208
timer-event-end,"V8.External",209210
timer-event-start,"V8.External",209220
timer-event-end,"V8.External",209222
timer-event-start,"V8.External",209230
timer-event-end,"V8.External",209232
timer-event-start,"V8.CompileCode",209257
timer-event-start,"V8.CompileFullCode",209280
code-creation,Stub,18,0x3c75da81d8e0,140,"ToBooleanICStubNone"
timer-event-end,"V8.CompileFullCode",209301
code-creation,Function,0,0x3c75da81d980,404,"getFunction native array.js:1135:21",0x3d26e04c5bd0,~
code-creation,LazyCompile,0,0x3c75da81d980,404,"getFunction native array.js:1135:21",0x3d26e04c5bd0,~
timer-event-end,"V8.CompileCode",209310
code-creation,Stub,18,0x3c75da81db20,196,"ToBooleanICStubBoolean"
timer-event-start,"V8.External",209383
timer-event-end,"V8.External",209386
code-creation,Stub,3,0x3c75da81dc00,1212,"BinaryOpWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,16,0x3c75da81e0c0,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,16,0x3c75da81e140,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,16,0x3c75da81e1c0,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
timer-event-start,"V8.External",209740
timer-event-end,"V8.External",209743
timer-event-start,"V8.External",209748
timer-event-end,"V8.External",209750
timer-event-start,"V8.CompileCode",209757
timer-event-start,"V8.CompileFullCode",209798
code-creation,Stub,17,0x3c75da81e240,157,"CompareICStub"
timer-event-end,"V8.CompileFullCode",209824
code-creation,Function,0,0x3c75da81e2e0,1220,"SetUpLockedPrototype native prologue.js:79:30",0x3d26e04b7920,~
code-creation,LazyCompile,0,0x3c75da81e2e0,1220,"SetUpLockedPrototype native prologue.js:79:30",0x3d26e04b7920,~
tick,0xd637f8,209848,0,0x31b7f40,2,0x1125940,0x3c75da81ceca
timer-event-end,"V8.CompileCode",209854
timer-event-start,"V8.External",209858
timer-event-end,"V8.External",209860
timer-event-start,"V8.External",209875
timer-event-end,"V8.External",209877
code-creation,Stub,18,0x3c75da81e7c0,212,"ToBooleanICStubReceiver"
timer-event-start,"V8.External",209935
timer-event-end,"V8.External",209937
